bug_submission,bug_comment,review_submission,review_comment,forum_thread,committer
0,1,1,0,0,0
19,5,17,3,0,1
3,0,3,0,0,0
12,32,6,3,0,0
9,0,1,1,0,0
3,3,0,1,0,0
28,22,11,0,2,1
210,113,108,37,59,1
10,4,2,13,0,7
24,3,1,0,0,0
0,2,3,0,0,0
110,252,3,0,1,6
0,2,2,0,0,0
13,1,3,0,0,0
2,4,5,0,0,0
24,1,1,0,0,0
16,30,2,0,6,1
1,0,3,9,0,2
2,1,0,1,0,0
0,1,2,0,0,0
13,4,5,5,13,1
0,0,1,0,0,0
172,90,161,22,1,2
7,0,2,0,0,0
166,93,8,0,83,2
1,0,7,0,0,0
45,15,89,30,3,1
3,2,8,1,0,0
0,2,2,0,0,0
1,1,1,0,0,0
117,65,1,2,0,5
8,20,30,23,4,2
8,2,3,0,0,0
42,59,0,1,0,0
3,0,1,0,0,0
15,7,3,0,0,0
0,0,0,1,0,0
10,18,48,1,0,0
170,290,27,4,504,4
1,0,1,0,0,0
2,2,2,0,0,0
10,0,12,1,0,0
1,0,2,0,0,0
2,0,1,0,0,0
2,4,227,117,0,2
5,0,1,0,0,0
2,4,4,0,0,0
4,2,0,1,0,0
137,282,668,10,74,2
6,1,24,0,0,1
2,0,2,0,0,0
0,0,3,0,0,0
4,2,6,0,0,0
1,0,0,1,0,0
6,1,12,0,0,0
0,0,349,3,0,0
4,0,2,0,0,0
13,0,2,0,0,0
1,0,1,0,0,0
4,0,1,0,0,0
5,0,1,0,0,0
0,0,4,0,0,0
68,23,25,3,0,0
0,0,2,1,0,0
134,56,250,115,107,1
11,5,2,0,0,0
0,0,1,0,0,2
0,1,11,5,0,0
0,0,3,0,0,0
7,13,14,0,0,0
0,0,7,2,0,0
450,2361,3326,4350,0,6
195,578,648,441,11,3
71,29,5,0,0,0
1,0,1,0,0,0
107,114,43,29,8,1
5,2,4,0,0,0
57,5,26,0,0,0
0,0,1,0,0,0
1,0,4,0,0,0
1,3,1,0,0,0
484,707,254,241,292,6
154,255,568,234,15,1
6,0,11,0,0,0
0,1,6,0,0,0
8,5,6,0,0,1
15,3,4,0,0,0
5,2,1,0,0,0
0,1,4,1,0,0
6,1,1,0,0,0
772,10299,231,251,342,5
2,6,5,1,0,1
567,2613,521,410,106,11
5,0,1,0,0,0
48,40,40,0,0,0
16,1,2,0,0,0
13,11,12,2,0,0
16,0,1,0,0,0
152,36,5,7,13,1
214,748,348,260,16,1
541,559,104,25,0,7
46,25,7,0,14,2
179,691,1,16,6,3
410,873,40,34,52,5
2,0,1,0,0,0
4,9,12,0,0,0
101,244,194,52,0,4
5,2,7,0,0,0
1,3,1,0,0,0
46,135,274,145,3,1
385,129,313,148,143,2
366,772,4,3,129,5
2,0,5,0,0,0
25,84,26,11,0,1
1,0,32,2,0,0
18,15,35,7,2,1
0,3,1,0,0,0
0,0,1,0,0,0
0,3,3,0,0,0
4,5,34,19,0,0
503,1307,1,0,108,1
61,649,1,116,311,1
32,2,2,0,0,0
1,0,1,0,0,0
14,0,13,0,0,0
0,0,1,0,0,0
12,1,1,0,0,0
3041,2668,124,40,0,8
127,655,553,472,59,3
138,140,4,0,0,0
1537,2867,185,204,2693,12
18,15,3,1,0,0
0,0,1,0,0,0
10,7,3,0,0,0
15,5,5,0,0,0
334,313,147,183,150,2
103,64,51,10,11,1
105,74,523,16,0,1
0,1,2,0,0,0
3,1,1,0,0,0
724,392,3,0,110,8
157,109,0,5,30,3
3,1,11,8,0,0
441,1106,525,245,0,7
31,19,31,11,0,1
45,8,1,0,0,0
0,0,1,0,0,0
0,2,2,0,0,0
941,1157,498,492,212,1
282,528,117,62,20,5
983,4463,24,81,115,10
55,247,475,210,0,2
94,178,1,95,0,5
642,193,995,247,0,2
61,13,166,237,23,3
6,0,1,0,0,0
16,261,8,12,0,1
623,467,97,122,8,2
4,4,5,0,0,0
50,20,7,4,143,1
51,66,108,172,15,2
292,186,164,82,11,2
6,7,15,0,0,0
0,0,1,0,0,0
1,1,2,0,0,0
0,0,3,0,0,0
0,0,1,0,0,0
5,9,75,0,0,0
15,3,5,0,0,0
76,143,8,10,26,1
39,8,1,0,2,1
6,16,32,22,0,2
930,1514,592,507,0,4
1,2,3,0,0,0
21,0,66,0,0,1
147,72,208,0,0,2
454,490,0,1,4,2
125,107,37,12,95,4
177,1057,1,20,947,1
0,1,6,0,0,0
965,2415,3,14,8,8
51,5,20,2,1,1
224,747,83,84,0,3
437,138,163,149,6,5
85,268,0,1,0,0
0,0,2,0,0,0
53,80,4,1,0,4
407,500,9,4,0,4
68,16,5,0,0,0
2,2,2,0,0,1
690,940,0,1,114,6
406,1056,0,35,0,3
303,595,277,189,1,4
32,147,293,257,21,1
142,144,229,54,70,2
7,27,4,0,7,2
324,291,0,28,0,1
0,0,1,0,0,0
192,344,112,51,3,2
0,0,419,424,2,4
2,3,3,0,0,0
11,11,5,0,0,2
373,526,1,59,3,9
0,0,0,1,0,0
0,1,2,0,0,0
28,230,305,710,157,2
3,2,1,0,0,0
2,0,2,0,0,0
43,78,1,0,17,3
367,759,0,4,0,1
977,2086,0,1,356,16
0,0,10,0,0,0
1,0,1,1,0,0
0,2,0,1,0,0
21,5,0,2,0,3
40,3,5,0,0,0
31,11,68,0,0,1
13,32,14,2,0,0
4,0,0,2,0,0
3,4,1,0,0,0
1,0,4,0,0,0
1,0,11,11,0,0
7,8,82,11,0,0
3,4,0,1,0,0
36,3,38,18,4,2
0,0,3,0,0,0
12,12,4,0,0,0
186,118,58,21,431,1
10,3,2,0,0,0
60,66,48,0,0,2
0,0,1,1,0,0
17,0,32,0,0,0
32,25,22,1,17,2
2,0,5,9,0,0
0,0,1,0,0,0
2,1,7,4,0,0
2,2,4,0,0,0
34,59,56,20,0,1
0,0,0,1,0,0
5,2,5,0,0,1
0,0,2,0,0,0
45,50,44,29,0,6
159,88,275,206,59,4
2,1,2,0,0,0
0,0,2,1,0,0
1,0,1,0,0,0
220,852,5,11,129,3
16,31,11,8,1,1
400,776,272,624,122,5
0,0,2,8,0,0
275,168,6,15,137,3
3,15,33,6,0,0
700,804,831,688,105,3
43,26,12,14,0,1
300,290,1049,1298,41,4
477,589,309,861,167,6
406,1204,521,740,1,4
139,300,500,106,0,1
23,63,95,91,18,1
180,86,318,176,21,2
60,72,3,1,11,1
42,14,76,44,32,2
163,88,5,17,36,3
1239,707,551,844,64,1
0,0,1,1,0,0
11,1,9,1,0,0
12,0,1,0,0,0
2,1,6,0,0,0
0,2,35,21,0,0
20,13,62,6,0,1
2,0,2,1,0,0
502,678,683,882,88,2
1,4,72,25,9,1
24,15,18,6,0,0
119,54,67,172,20,1
0,0,0,1,0,0
1676,1473,147,156,3315,16
1,2,4,2,0,0
16,1,18,9,0,0
6,25,2,27,0,1
0,0,1,0,0,0
0,0,1,2,0,0
2,2,5,1,0,0
1,4,1,0,0,0
0,0,2,0,0,0
5,1,4,0,0,0
5,3,0,1,0,0
7,8,25,3,1,2
369,2794,38,34,32,6
0,0,4,0,0,0
95,46,238,40,1,2
1,0,2,0,0,0
18,8,6,2,0,0
133,59,18,10,0,0
0,1,3,0,0,0
0,0,0,1,0,0
8,6,3,0,0,0
232,159,20,1,136,1
3,0,2,0,0,0
0,0,5,0,0,0
32,13,92,77,0,0
1,6,4,1,0,0
16,3,2,0,0,0
1,0,1,0,0,0
17,1,11,0,0,0
21,1,2,2,0,0
1,1,3,2,0,0
19,11,22,0,0,2
1,0,1,0,0,0
19,7,63,64,0,0
54,12,2,0,0,0
861,1324,15,12,0,6
11,1,6,31,2,4
148,20,56,11,0,0
15,1,1,0,0,0
53,30,8,5,0,1
6,4,3,0,0,0
152,132,27,9,155,2
0,1,1,0,0,0
0,1,0,1,0,0
345,905,38,79,5,2
26,11,0,1,6,3
6,4,1,0,0,0
1,5,11,0,0,0
924,884,689,992,1,4
488,1950,22,9,1,1
19,2,13,0,0,0
18,2,17,0,0,0
1,0,2,0,0,0
6,1,11,0,0,0
386,567,1034,361,114,3
482,1471,74,155,9,5
24,3,6,0,0,0
1289,1828,877,870,531,20
9,10,9,0,0,0
0,0,1,0,0,0
8,14,63,3,0,0
112,516,217,171,2,1
8,0,16,0,0,0
101,8,11,2,0,1
0,3,1,0,0,0
7,1,1,0,0,0
199,443,5,2,43,1
13,9,3,0,0,0
61,45,11,7,82,1
509,1788,49,30,394,6
2,1,1,0,0,0
1,0,25,10,0,0
21,11,4,1,0,0
0,0,1,0,0,0
0,0,1,0,0,0
1,0,1,0,0,0
3,2,1,0,0,0
842,1412,1147,1386,163,6
3,1,0,2,0,2
0,1,2,0,0,0
0,0,3,0,0,0
0,0,1,0,0,0
353,1256,10,59,188,1
1,0,0,1,0,0
0,1,1,0,0,0
3,0,3,1,0,0
0,0,2,0,0,0
116,295,243,369,110,2
2,1,1,0,0,0
0,2,3,0,0,0
1,2,6,1,0,0
2,0,1,0,0,0
12,4,2,1,0,0
190,187,11,1,22,6
151,167,1,2,0,1
3,0,3,0,0,0
1,1,4,6,0,0
0,1,1,0,0,0
52,12,5,2,0,0
29,5,36,1,4,1
37,9,9,1,0,0
3,0,1,0,0,0
94,46,1,0,7,2
96,32,2,2,0,0
0,0,5,0,0,0
0,7,66,2,0,1
16,10,2,0,0,0
0,0,5,0,0,0
166,84,313,51,0,2
6,30,6,0,0,0
4,3,1,41,0,1
0,0,1,0,0,0
19,2,379,381,1,2
0,1,1,0,0,0
21,55,7,0,7,1
10,8,9,0,3,1
0,0,8,0,0,0
0,0,4,0,0,0
18,4,10,0,0,3
1,0,77,2,3,1
4,13,1,0,0,0
3,1,4,1,0,0
0,0,10,0,0,0
1,0,1,0,0,0
216,794,400,168,3,2
53,52,60,52,26,1
244,148,89,29,11,4
354,344,46,7,258,8
87,54,277,3,4,1
0,0,0,11,0,0
13,1,13,0,0,0
0,79,4,0,0,0
128,14,19,13,0,1
399,234,690,423,53,4
4,0,1,0,0,0
54,17,10,0,1,1
51,5,53,0,0,0
0,0,1,0,0,0
135,116,74,4,3,2
134,48,241,26,1,1
686,909,265,96,0,11
6,1,4,1,0,0
7,24,1,0,0,0
1,1,0,2,0,0
1,0,0,1,0,0
121,130,42,16,3,2
4,1,1,0,0,0
68,8,1,0,0,1
0,1,1,0,0,0
0,0,1,0,0,1
5,1,5,0,0,0
312,576,445,125,34,3
0,0,2,5,0,0
60,17,40,0,164,4
7,2,2,0,0,0
15,12,42,17,0,1
5,3,5,6,0,0
2050,4914,62,50,0,7
69,140,27,34,1,1
1,0,2,0,0,0
6,1,1,0,0,0
1,0,1,0,0,0
99,48,137,290,3,1
2,0,12,5,0,0
10,13,14,1,0,2
0,4,3,2,0,0
1,1,5,3,0,0
0,0,3,4,0,0
7,0,238,580,0,1
1,0,1,0,0,0
0,3,3,3,0,0
0,2,2,6,0,0
1,0,28,1,0,0
1,1,24,0,0,0
0,4,2,2,0,0
11,1,1,0,0,0
0,3,0,1,0,0
0,2,3,0,0,0
105,28,7,0,0,0
1,0,1,0,0,0
11,14,1,0,0,1
5,0,1,0,0,1
18,28,55,35,0,0
0,1,1,0,0,0
1,2,2,0,0,0
3,0,1,0,0,0
33,12,2,0,2,1
4,1,1,0,0,0
0,0,9,0,0,0
10,10,1,0,22,1
1,3,2,0,0,0
53,33,42,55,1,3
3,1,0,1,0,0
12,0,2,0,0,1
23,1,3,0,0,0
0,0,36,0,0,0
0,0,1,0,0,0
3,0,0,1,0,0
0,0,1,0,0,1
2,1,5,0,0,0
108,366,4,0,82,5
9,0,0,1,0,0
14,6,3,0,0,0
1,1,3,0,0,0
82,86,5,5,8,1
174,214,125,12,110,1
0,1,1,0,0,0
51,40,0,1,6,39
7,4,1,0,0,0
581,754,38,10,59,1
22,17,17,1,0,0
30,3,2,0,0,0
9,7,272,248,0,2
74,33,3,25,191,1
19,10,34,5,3,1
2,5,1,0,0,0
0,0,2,0,0,0
8,1,6,0,0,0
6,0,4,0,0,0
0,0,47,0,0,0
72,129,30,0,108,5
0,0,2,2,0,0
1,0,12,0,0,0
737,794,768,839,74,7
2,1,30,42,0,0
9,2,5,0,0,0
10,18,34,9,0,2
0,5,2,0,0,0
43,4,8,0,0,0
22,13,2,0,1,1
36,51,72,33,1,1
2,1,2,0,0,0
3,0,13,0,0,0
3,0,1,0,0,0
1,2,0,10,0,1
371,3515,361,174,39,3
1,0,4,0,0,0
2,1,5,0,0,0
6,0,1,0,0,0
77,66,252,132,15,1
3,0,3,0,0,0
139,1084,2,3,3,3
0,2,5,1,0,0
3,0,4,0,0,0
2522,8207,2,3,383,11
12,3,8,0,0,0
1749,3915,672,181,0,5
117,47,7,4,0,3
10,5,4,0,0,3
3,0,4,0,0,0
2,1,3,2,0,0
5,6,2,0,0,0
2,2,0,1,0,0
2,1,3,0,0,0
7,4,0,1,0,0
13,5,1,1,0,0
2,0,3,1,0,0
201,248,279,95,763,4
3,5,48,0,0,0
3,3,1,0,0,0
3,2,2,0,0,0
4,0,1,0,0,0
3,0,2,0,0,0
16,16,12,4,0,0
1,1,18,0,0,0
0,0,1,0,0,0
347,464,15,137,0,0
10,4,1,0,0,0
8,11,6,0,0,0
157,108,2,131,0,1
52,32,0,11,8,1
7,0,1,0,0,0
14,2,2,1,0,0
693,550,203,127,0,6
12,5,0,4,0,0
16,3,14,0,0,0
12,0,20,0,0,0
2,0,1,0,0,0
71,44,13,5,0,2
99,199,27,2,69,1
0,0,14,0,0,0
0,0,2,0,0,0
1,3,2,0,0,0
5,3,3,0,0,0
1,4,1,0,0,0
1,0,1,0,0,0
1,2,1,2,0,0
25,9,1,1,0,0
9,10,3,0,2,3
0,0,1,3,0,0
562,1509,0,2,69,6
0,0,1,0,0,0
0,0,10,0,0,0
0,0,1,0,0,0
0,0,1,0,0,0
5,0,14,0,0,0
0,14,62,0,38,1
0,0,2,0,0,0
0,0,1,0,0,0
280,259,1,5,14,1
5,0,1,0,0,0
1231,4813,343,46,213,33
1,1,2,0,0,0
10,4,7,0,0,0
10,58,32,3,4,1
0,1,3,0,0,0
14,5,11,0,0,0
7,5,12,6,0,1
421,1657,0,5,103,1
9,1,18,2,0,0
0,0,1,0,0,0
0,0,1,0,0,0
0,0,1,1,0,0
0,0,1,1,0,0
0,0,1,1,0,0
2,3,1,0,0,0
0,0,1,0,0,0
23,0,20,3,0,0
270,119,963,87,0,4
62,15,10,2,28,1
15,3,20,0,0,0
4,0,15,0,0,0
12,5,2,0,0,0
162,53,414,200,8,1
12,3,5,52,1,1
12,7,1,1,0,1
643,1514,355,265,35,5
11,9,13,1,0,0
5,0,19,0,0,0
8,9,1,0,0,0
2,0,1,0,0,0
27,27,29,0,0,1
2,1,1,0,0,0
0,0,5,0,0,0
0,1,3,0,0,0
1,0,2,1,0,0
114,83,639,240,27,1
1,0,1,0,0,0
2,0,2,1,0,0
50,16,1,0,0,0
45,18,17,8,0,0
64,37,7,0,36,3
410,501,528,235,36,3
246,25,20,8,0,1
124,893,1,0,0,3
1053,181,128,2,79,1
0,1,2,0,0,0
1,0,1,0,0,0
52,4,63,27,1,3
2,3,0,2,0,1
18,5,1,0,0,0
0,0,2,0,0,0
3,0,2,0,0,0
1,0,2,0,0,0
68,6,9,0,0,0
45,16,133,59,49,2
5,10,1,0,0,0
0,1,3,0,0,0
1,0,0,1,0,0
0,0,8,0,0,0
0,3,2,0,0,0
1,0,0,3,0,0
2,0,2,0,0,0
217,126,455,121,175,1
1,0,1,0,0,0
49,17,12,0,0,0
0,1,2,0,0,0
0,6,8,1,0,0
2,1,15,0,0,0
22,6,4,6,15,1
1,0,27,0,0,0
7,4,11,1,0,0
2,0,1,0,0,0
151,11,1,0,0,0
5,1,7,0,0,0
61,387,58,8,13,2
0,0,1,0,0,0
64,69,190,16,0,0
1,0,1,0,0,0
1,0,1,0,0,0
1,1,2,0,0,0
2,0,2,0,0,0
274,345,95,473,0,1
22,56,13,12,0,1
1,3,13,3,0,0
2,1,6,0,0,0
34,12,120,45,0,2
8,1,0,1,4,1
0,1,2,0,0,0
112,136,990,1217,4,2
17,33,87,49,1,1
42,144,84,33,4,1
203,240,73,37,11,4
0,0,78,12,0,0
69,21,4,1,353,4
0,0,2,0,0,0
33,24,13,0,0,0
0,1,145,447,0,1
1,0,1,1,0,0
229,936,3,3,159,1
73,10,3,1,0,0
0,3,1,0,0,0
1,1,25,36,0,1
1,6,5,0,0,0
5,2,36,2,0,0
1,1,1,0,0,0
4,2,61,0,0,0
57,24,1,0,124,1
4,20,153,19,11,1
1066,2535,3570,1899,5,14
2,0,1,0,0,0
4,0,3,0,0,0
0,0,4,0,0,0
11,29,4,4,0,1
2,0,9,0,0,0
152,33,243,44,57,1
168,498,453,9,0,1
72,382,45,2,24,1
15,0,23,0,0,0
10,1,14,3,0,0
66,94,89,26,3,3
2,0,1,0,0,0
48,57,101,27,18,1
33,38,5,0,11,3
2,1,3,0,0,1
81,33,0,29,9,1
15,3,16,0,0,0
995,654,122,77,246,10
0,0,1,0,0,0
6,3,28,0,0,0
2,2,5,0,0,0
1,0,2,0,0,0
3,3,8,0,0,0
8,3,4,1,0,0
5,4,1,0,0,0
2,1,6,0,0,0
62,38,73,121,41,1
2,0,1,0,0,0
4,2,2,0,0,0
0,0,2,0,0,0
0,1,6,1,0,0
14,28,0,100,0,1
13,2,4,63,10,1
9,0,10,0,0,0
0,0,0,4,0,0
0,0,2,0,0,0
14,13,1,0,0,0
83,22,89,13,0,0
3,1,1,0,0,1
5,1,4,0,0,0
20,1,25,0,2,2
7,8,5,2,0,1
1,3,4,0,0,0
2,0,1,0,0,0
553,1060,298,285,587,5
22,19,2,0,0,1
2,0,2,1,0,0
9,2,1,1,0,0
1,0,14,0,0,0
108,97,10,6,0,2
2,4,10,6,0,0
0,1,38,44,0,1
1,1,5,1,0,0
1,0,1,0,0,0
132,88,1356,2381,4,3
0,0,6,2,0,0
7,3,15,5,0,0
1,1,3,0,0,0
0,1,1,0,0,0
1,7,1,0,0,0
18,41,0,1,72,1
1,2,2,1,0,0
18,12,8,0,0,0
221,283,8,99,11,2
3,1,4,0,0,0
2,0,2,0,0,0
0,0,0,2,0,0
3,0,2,0,0,0
20,758,3,132,11,1
1,0,11,0,0,0
25,43,51,69,47,1
194,281,38,59,0,1
0,0,1,0,0,0
140,377,3329,48,0,3
1,4,1,0,0,0
2,0,1,0,0,0
202,174,925,1673,3,3
27,1,1,0,0,0
458,2082,0,5,4,3
2,0,1,0,0,0
1,0,6,3,0,0
5,2,3,0,0,0
4,0,9,1,0,0
0,0,2,1,0,0
1,0,2,0,0,0
0,0,6,4,0,0
3,1,3,3,0,0
47,13,63,7,0,0
5,1,2,11,0,0
0,0,2,0,0,0
8,8,20,9,0,1
7,1,3,0,0,0
51,33,1,0,9,1
76,22,0,1,0,1
8,0,25,0,0,0
153,932,683,436,6,2
278,315,12,0,117,6
74,94,4,5,39,5
8,2,12,2,0,0
30,9,1,0,0,0
0,0,1,0,0,0
1,0,4,0,0,0
1,2,38,9,0,0
0,0,32,2,0,0
3,0,3,0,0,0
33,7,69,6,0,0
654,1354,16,48,0,5
0,0,26,18,0,0
34,45,195,112,0,1
164,502,654,857,221,2
15,34,19,24,4,1
84,50,0,37,0,1
13,2,4,0,2,1
11,0,1,0,0,0
0,0,20,1,0,0
2,0,2,1,0,0
0,1,1,0,0,0
9,0,9,0,0,0
20,118,102,11,0,0
7,2,8,0,0,1
0,2,3,0,0,0
76,82,1,0,75,2
24,58,12,2,0,1
44,36,64,29,1,1
6,6,1,0,0,0
0,0,0,1,0,0
0,0,0,1,0,0
0,0,10,2,0,0
11,6,7,0,0,0
7,6,8,0,0,0
1,0,1,0,0,0
71,45,1,1,0,0
0,0,18,0,0,0
0,0,0,2,0,0
32,48,0,2,0,0
0,0,17,30,0,0
3,2,2,0,0,0
12,19,0,4,0,1
3,0,2,0,0,0
0,0,0,1,0,0
38,69,1,0,0,0
17,0,0,2,6,1
4,0,1,28,0,0
3,2,0,1,0,1
35,89,191,43,6,1
0,0,0,1,0,0
37,4,8,0,0,1
0,2,5,0,0,0
2,2,0,1,0,0
9,7,4,0,0,1
125,276,4,0,772,2
2330,5171,573,621,0,19
1,0,3,0,0,0
3,2,0,1,0,0
8,0,5,0,0,0
15,1,12,0,0,0
31,52,19,62,4,1
2,0,2,0,0,0
0,0,1,0,0,0
354,67,217,2,0,0
3,0,2,2,0,0
3,0,7,1,0,0
5,1,3,0,0,0
53,41,25,118,0,1
2,1,1,0,0,0
11,3,1,0,0,0
47,64,0,6,0,0
0,1,1,0,0,0
2,0,1,0,0,1
16,9,1,0,0,0
0,0,0,1,0,0
29,9,8,0,0,0
10,0,63,0,0,0
5,1,1,2,0,0
10,8,1,0,0,0
52,23,20,3,10,1
0,0,1,0,0,0
0,1,1,0,0,0
27,34,75,56,12,1
1,3,3,1,0,0
0,1,1,0,0,0
0,0,0,1,0,0
8,1,2,1,0,0
2,0,3,0,0,0
7,1,15,1,0,0
3,6,0,1,0,0
0,0,1,0,0,0
1074,810,1296,892,52,5
50,1510,40,14,3,1
2,0,5,0,0,0
13,23,10,1,0,0
1,2,0,1,0,0
1,0,1,1,0,0
1,1,1,0,0,0
2,2,0,1,0,0
2,0,1,0,0,0
1,4,13,0,0,0
1,0,1,0,0,0
0,2,4,0,0,0
3,1,2,0,0,0
830,2516,2,0,61,11
764,842,361,283,96,6
0,0,1,0,0,0
12,5,1,0,0,1
78,54,1,1,0,2
0,0,23,7,0,0
272,170,1,0,10,1
3,2,1,0,0,0
13,5,0,1,1,3
3,0,2,0,0,0
38,24,266,2,0,0
2,0,0,1,0,0
0,0,3,13,0,0
48,35,173,30,0,1
1,1,1,0,0,0
4,7,1,0,0,0
307,585,8,26,443,4
4,2,1,0,0,0
0,0,20,0,0,1
20,18,7,0,0,0
1,1,7,3,0,0
5,8,3,3,0,0
13,14,5,3,0,0
188,485,3,0,623,4
0,0,2,0,0,0
160,92,233,9,1,5
34,11,4,0,0,0
3,18,0,1,0,0
15,2,10,1,0,0
33,24,88,34,0,1
4,1,1,1,0,0
0,0,0,2,0,0
6,0,1,0,0,0
9,2,1,0,0,0
2,1,2,0,0,0
30,9,4,2,0,0
9,9,38,48,0,1
6,5,1,0,0,1
33,183,1,1,108,1
1,0,1,0,0,0
12,27,413,497,0,1
0,0,5,0,0,1
1,0,0,6,0,1
0,2,1,0,0,0
25,7,349,596,1,1
22,6,1,0,0,0
107,24,95,6,0,0
27,1,11,14,0,1
20,123,1754,1103,0,3
1,0,6,0,0,0
0,0,2,0,0,0
9,0,243,1602,0,1
0,0,2,0,0,1
2,7,39,31,0,2
1130,1564,6,1,575,12
2,2,1,1,0,0
17,144,701,311,0,2
43,29,40,3,0,2
7,0,3,0,0,0
3,0,7,0,0,0
0,0,3,3,0,1
26,16,6,10,2,1
56,62,0,1,17,1
8,0,1,0,0,0
1,0,1,0,0,0
0,2,1,0,0,0
9,10,1,0,0,0
27,17,7,0,0,0
58,19,1,0,0,0
3,0,4,0,0,0
0,0,5,0,0,0
12,2,734,690,0,1
4,0,23,0,0,0
1,1,3,0,0,0
1,0,2,0,0,0
0,0,1,0,0,0
3,2,1,0,0,0
17,11,26,1,0,0
0,0,121,0,0,0
6,2,8,0,0,0
1,0,7,5,0,0
1957,7038,176,447,4847,12
50,5,4,0,0,0
2,0,1,0,0,0
0,0,1,0,0,0
1,1,1,0,0,0
0,1,2,0,0,0
20,1,66,0,0,1
379,1271,597,663,910,8
4,0,14,5,0,0
0,0,5,9,0,0
347,317,624,497,32,3
18,1,262,324,0,1
1,7,18,22,0,0
95,50,111,74,1,3
3,1,0,1,0,0
3200,5291,653,333,279,17
12,1,15,21,0,1
2,0,1,0,0,0
0,1,1,0,0,0
19,8,5,0,0,0
11,4,2,0,0,0
0,0,0,1,0,0
6,0,5,3,0,0
2,7,25,7,0,1
6,0,19,1,0,1
0,0,4,13,0,0
13,1,54,3,0,0
105,938,179,30,1,2
78,79,1,0,70,4
19,21,5,0,0,0
30,16,5,8,2,1
678,1332,0,7,99,1
11,21,224,666,0,1
0,1,1,0,0,0
1,0,1,0,0,0
0,0,1,0,0,0
0,0,1,0,0,2
150,38,1,1,0,0
494,1007,76,21,0,47
13,38,99,6,0,1
0,1,1,0,0,0
2,1,1,0,0,0
0,0,12,0,0,0
8,0,9,1,0,0
22,1,48,0,0,0
3,7,1,0,0,0
120,421,168,85,0,4
0,0,12,0,0,0
6,6,14,0,0,0
5,0,1,2,0,1
11,11,4,1,0,0
5,3,0,2,0,0
14,4,28,0,0,0
2,4,1,0,0,0
3,1,1,0,0,0
4,1,2,0,0,0
2,3,1,0,0,0
0,0,2,0,0,0
17,4,8,0,0,0
4,0,1,1,0,0
1,0,1,0,0,0
4,0,3,15,0,1
3,0,3,0,0,0
0,0,21,10,0,0
127,193,39,47,20,2
91,371,241,337,91,2
392,1275,738,121,4,2
0,0,1,0,0,0
1,0,33,0,0,0
32,8,4,0,0,0
1,0,1,2,0,0
1,1,1,0,0,0
1,0,1,0,7,1
207,132,10,15,14,1
25,4,10,0,0,0
120,136,0,3,4,5
1,0,1,0,0,0
2,0,1,0,0,0
0,0,1,0,0,0
0,0,1,0,0,0
1,0,2,1,0,0
0,0,55,19,0,1
0,0,12,0,0,0
0,0,1,0,0,0
30,3,3,0,0,0
781,977,28,3,428,5
45,27,81,13,0,1
8,0,3,1,0,0
62,59,1,0,0,2
52,26,1,0,1,3
0,0,1,0,0,0
0,0,11,0,0,0
0,0,0,1,0,0
0,0,0,1,0,0
15,7,1,0,0,0
515,443,458,265,123,3
0,0,1,0,0,0
0,0,26,14,0,0
0,0,18,0,0,0
29,7,1,0,0,0
791,301,1,0,0,3
5,4,12,0,0,0
1,2,3,0,0,0
25,11,1,0,1,2
5,0,3,0,0,0
15,7,38,27,0,1
357,188,2,0,116,6
0,0,1,0,0,0
2,0,57,528,0,1
4,4,0,1,0,0
0,0,3,0,0,0